TAB1 n = long long ; TAB1 input n ; TAB1 if n mod 2 equals 0 ; TAB2 output Mahmoud ; TAB1 else ; TAB2 output Ehab ;	int main ( ) { long long n ; cin >> n ; if ( n % 2 == 0 ) cout << " Mahmoud " << endl ; else cout << " Ehab " << endl ; return 0 ; }
TAB1 create integers a1 , a2 , a3 , a4 , a5 , a6 ; TAB1 read a1 , a2 , a3 , a4 , a5 , a6 ; TAB1 create integer answer = 0 ; TAB1 answer = answer + ( a1 + a2 + a3 ) * ( a1 + a2 + a3 ) ; TAB1 answer = answer - a1 * a1 ; TAB1 answer = answer - a5 * a5 ; TAB1 answer = answer - a3 * a3 ; TAB1 print answer and a new line ;	int main ( ) { int a1 , a2 , a3 , a4 , a5 , a6 ; cin >> a1 >> a2 >> a3 >> a4 >> a5 >> a6 ; int answer = 0 ; answer += ( a1 + a2 + a3 ) * ( a1 + a2 + a3 ) ; answer -= ( a1 ) * ( a1 ) ; answer -= ( a5 ) * ( a5 ) ; answer -= ( a3 ) * ( a3 ) ; cout << answer << endl ; return 0 ; }
TAB1 create long long integers n , a , b , c ; TAB1 read n , a , b , c ; TAB1 let long long integer k = n % 4 ; TAB1 if k is equal to 0 ; TAB2 print 0 and newline ; TAB1 else if k is equal to 3 then do the following ; TAB2 if a < = b + c and a < = 3 * c ; TAB3 print a ; TAB2 else if b + c < = 3 * c then ; TAB3 print b + c ; TAB2 else do the following ; TAB3 print 3 * c ; TAB1 else if k is equal to 2 ; TAB2 if 2 * a < = b and 2 * a < = 2 * c ; TAB3 print 2 * a ; TAB2 else if b < = 2 * c then do the following ; TAB3 print b and new line ; TAB2 else do the following ; TAB3 print 2 * c ; TAB1 else if k is equal to 1 ; TAB2 if 3 * a < = ( a + b ) and 3 * a < = c ; TAB3 print 3 * a ; TAB2 else if a + b < = c then do the following ; TAB3 print a + b and new line ; TAB2 else do the following ; TAB3 print c ;	int main ( ) { long long n , a , b , c ; cin >> n >> a >> b >> c ; long long k = n % 4 ; if ( k == 0 ) { cout << " 0 " << endl ; } else if ( k == 3 ) { if ( a <= b + c && a <= 3 * c ) cout << a << endl ; else if ( b + c <= 3 * c ) cout << b + c << endl ; else cout << 3 * c << endl ; } else if ( k == 2 ) { if ( 2 * a <= b && 2 * a <= 2 * c ) { cout << 2 * a << endl ; } else if ( b <= 2 * c ) { cout << b << endl ; } else cout << 2 * c << endl ; } else if ( k == 1 ) { if ( ( 3 * a <= ( a + b ) ) && 3 * a <= c ) { cout << 3 * a << endl ; } else if ( a + b <= c ) { cout << a + b << endl ; } else cout << c << endl ; } return 0 ; }
TAB1 n = integer ; TAB1 read n ; TAB1 while n is greater than 0 while decrementing n by 1 ; TAB2 a = integer ; TAB2 read a ; TAB2 if a = 1 ; TAB3 print " HARD \ n " ; TAB3 exit loop ; TAB1 read " EASY \ n " ;	int main ( ) { int n ; cin >> n ; while ( n -- ) { int a ; cin >> a ; if ( a == 1 ) { cout << " HARD\n " ; exit ( 0 ) ; } } cout << " EASY\n " ; return 0 ; }
TAB0 create long long integers x1 and yy1 ; TAB0 create long long integers x2 and y2 ; TAB1 read x1 and yy1 ; TAB1 read x2 and y2 ; TAB1 d = long long integer with d = max ( absolute value of x1 - x2 , absolute value of yy1 - y2 ) ; TAB1 output d ;	long long int x1 , yy1 ; long long int x2 , y2 ; int main ( ) { cin >> x1 >> yy1 ; cin >> x2 >> y2 ; long long int d = max ( abs ( x1 - x2 ) , abs ( yy1 - y2 ) ) ; cout << d << " \n " ; return 0 ; }
TAB1 n = integer ; TAB1 s = string ; TAB1 read n and s ; TAB1 for i = 1 to n exclusive ; TAB2 if index i of s = ' o ' and index i + 1 of s = ' g ' and index i + 2 of s = ' o ' ; TAB3 increment i + 2 ; TAB3 while index i + 1 of s = ' g ' and index i + 2 = ' o ' , increment i + 2 ; TAB3 print ' * * * ' ; TAB2 else ; TAB3 read index i of s ; TAB1 newline ;	int main ( ) { int n ; string s ; cin >> n >> s ; for ( int i = 0 ; i < n ; i ++ ) { if ( s [ i ] == ' o ' && s [ i + 1 ] == ' g ' && s [ i + 2 ] == ' o ' ) { i = i + 2 ; while ( s [ i + 1 ] == ' g ' && s [ i + 2 ] == ' o ' ) { i += 2 ; } cout << " *** " ; } else cout << s [ i ] ; } cout << endl ; }
TAB1 a , b , c = integers ; TAB1 read a , b , c ; TAB1 increment a by 1 ; TAB1 while decrementing a by 1 is greater than 0 ; TAB2 if b is greater than or equal to 2 * a and c is greater than or equal to 4 * a , break loop ; TAB1 print a + 2 * a + 4 * a ;	int main ( ) { int a , b , c ; cin >> a >> b >> c ; a ++ ; while ( a -- ) { if ( b >= 2 * a && c >= 4 * a ) { break ; } } cout << a + 2 * a + 4 * a << endl ; return 0 ; }
TAB1 create long long integers n and m ; TAB1 read n and m ; TAB1 create integer array f of size n + 1 ; TAB1 create integer array s of size n + 1 ; TAB1 read n values into array f ; TAB1 ready m values into array s ; TAB1 create integer rs = INT_MAX ; TAB1 for i = 0 to n exclusive ; TAB2 for j = 0 to m exclusive ; TAB3 if f [ i ] is equal to s [ j ] ; TAB4 set rs to minimum of rs and f [ i ] ; TAB3 else do the following ; TAB4 set rs to minimum of rs and f [ i ] * 10 + s [ j ] ; TAB4 set rs to minimum of rs and s [ j ] * 10 + f [ i ] ; TAB1 print rs ; TAB1 Don ' t do anything ;	int main ( ) { long long n , m ; cin >> n >> m ; int f [ n + 1 ] ; int s [ n + 1 ] ; for ( int i = 0 ; i < n ; i ++ ) { cin >> f [ i ] ; } for ( int i = 0 ; i < m ; i ++ ) { cin >> s [ i ] ; } int rs = INT_MAX ; for ( int i = 0 ; i < n ; i ++ ) { for ( int j = 0 ; j < m ; j ++ ) { if ( f [ i ] == s [ j ] ) { rs = min ( rs , f [ i ] ) ; } else { rs = min ( rs , f [ i ] * 10 + s [ j ] ) ; rs = min ( rs , s [ j ] * 10 + f [ i ] ) ; } } } cout << rs << endl ; ; }
TAB1 create integers n and k ; TAB1 create string s ; TAB1 read n and k ; TAB1 read s ; TAB1 create integer array a of size 26 and assign 0 to a ; TAB1 for i = 0 to n exclusive , increment a [ s [ i ] - the character A ] ; TAB1 let min be an int with min = 100005 ; TAB1 for i = 0 to k exclusive ; TAB2 if a [ i ] is less than min , then assign a [ i ] to min ; TAB1 output min * k ;	int main ( ) { int n , k ; string s ; cin >> n >> k ; cin >> s ; int a [ 26 ] = { 0 } ; for ( int i = 0 ; i < n ; i ++ ) { a [ s [ i ] - ' A ' ] ++ ; } int min = 100005 ; for ( int i = 0 ; i < k ; i ++ ) { if ( a [ i ] < min ) min = a [ i ] ; } cout << min * k << endl ; }
TAB1 let a be an integer ; TAB1 let s1 be an integer with s1 = 0 ; TAB1 let s2 be an integer with s2 = 0 ; TAB1 for i = 0 to 3 exclusive ; TAB2 p is an int ; TAB2 input p ; TAB2 assign s1 + p to s1 ; TAB1 for i = 0 to 3 exclusive ; TAB2 p is an integer ; TAB2 input p ; TAB2 assign s2 + p to s2 ; TAB1 n = int ; TAB1 input n ; TAB1 r = int with r = s1 / 5 ; TAB1 k = int with k = s2 / 10 ; TAB1 p1 = int with p1 = s1 nod 5 ; TAB1 p2 = int with p2 = s2 mod 10 ; TAB1 create integer f with f = 0 ; TAB1 if p1 and p2 are equal to zero then assign 1 to f ; TAB1 if ( r + k is less than or equal to ( n - 2 ) ) ; TAB2 output YES ; TAB1 else if the sum of r and k equals n and f equals 1 ; TAB2 output YES ; TAB1 else if ( ( r + k is less than or equal to n - 1 and p1 equals 0 ) | | ( r + k is less than or equal to n - 1 and p2 equals 0 ) ) ; TAB2 output YES ; TAB1 else ; TAB2 output NO ;	int main ( ) { int a ; int s1 = 0 ; int s2 = 0 ; for ( int i = 0 ; i < 3 ; i ++ ) { int p ; cin >> p ; s1 = s1 + p ; } for ( int i = 0 ; i < 3 ; i ++ ) { int p ; cin >> p ; s2 = s2 + p ; } int n ; cin >> n ; int r = s1 / 5 ; int k = s2 / 10 ; int p1 = s1 % 5 ; int p2 = s2 % 10 ; int f = 0 ; if ( p1 == 0 && p2 == 0 ) { f = 1 ; } if ( r + k <= ( n - 2 ) ) { cout << " YES " << endl ; } else if ( ( r + k ) == n && f == 1 ) { cout << " YES " << endl ; } else if ( ( r + k <= n - 1 && p1 == 0 ) || ( r + k <= n - 1 && p2 == 0 ) ) { cout << " YES " << endl ; } else { cout << " NO " << endl ; } }
TAB1 create integers n and m ; TAB1 read n and m ; TAB1 create integer vector a of size n ; TAB1 create integer vector b of size m ; TAB1 read n values into array a ; TAB1 read m values into array b ; TAB1 create integer ans = 100500 ; TAB1 for i = 0 to n exclusive ; TAB2 for j = 0 to m exclusive ; TAB3 if a [ i ] = b [ j ] then do the following ; TAB4 set ans to minimum of ans and a [ i ] ; TAB3 else do the following ; TAB4 set ans to minimum of ans and a [ i ] * 10 + b [ j ] ; TAB4 set ans to minimum of ans and b [ i ] * 10 + a [ j ] ; TAB1 print ans ;	int main ( ) { int n , m ; cin >> n >> m ; vector < int > a ( n ) ; vector < int > b ( m ) ; for ( int i = 0 ; i < n ; ++ i ) { cin >> a [ i ] ; } for ( int i = 0 ; i < m ; ++ i ) { cin >> b [ i ] ; } int ans = 100500 ; for ( int i = 0 ; i < n ; ++ i ) { for ( int j = 0 ; j < m ; ++ j ) { if ( a [ i ] == b [ j ] ) { ans = min ( ans , a [ i ] ) ; } else { ans = min ( ans , a [ i ] * 10 + b [ j ] ) ; ans = min ( ans , b [ j ] * 10 + a [ i ] ) ; } } } cout << ans << ' \n ' ; }
TAB1 create integers a , b , c , d , e , f , s1 , u , sum , res , n and sum = - 9999 ; TAB1 create strings s and s2 ; TAB1 input n ; TAB1 for i = 0 to n exclusive ; TAB2 input s , s1 , u , a , b , c , d , e ; TAB2 res = s1 * 100 - u * 50 + a + b + c + d + e ; TAB2 if res > sum ; TAB3 set sum = res ; TAB3 set s2 = s ; TAB1 print s2 ;	int main ( ) { int a , b , c , d , e , f , s1 , u , sum = - 9999 , res , n ; string s , s2 ; cin >> n ; for ( int i = 0 ; i < n ; i ++ ) { cin >> s >> s1 >> u >> a >> b >> c >> d >> e ; res = s1 * 100 - u * 50 + a + b + c + d + e ; if ( res > sum ) { sum = res ; s2 = s ; } } cout << s2 << endl ; return 0 ; }
TAB0 declare function gcd that takes integers a and b and returns int ; TAB1 return b ? call gcd ( b , a % b ) : a ; TAB1 a , b , n , simon = integers with simon = 1 ; TAB1 input a , b , and n ; TAB1 while n is equal to 1 ; TAB2 if simon is equal to 1 ; TAB3 set n to n - gcd ( max ( n , a ) , min ( n , a ) ) , set simon to 0 ; TAB2 else ; TAB3 set n to n - gcd ( max ( n , b ) , min ( n , b ) , set simon to 1 ; TAB1 output simon ;	int gcd ( int a , int b ) { return b ? gcd ( b , a % b ) : a ; } int main ( ) { int a , b , n , simon = 1 ; cin >> a >> b >> n ; while ( n ) { if ( simon ) n -= gcd ( max ( n , a ) , min ( n , a ) ) , simon = 0 ; else n -= gcd ( max ( n , b ) , min ( n , b ) ) , simon = 1 ; } cout << simon << ' \n ' ; return 0 ; }
TAB1 s = string ; TAB1 print s ; TAB1 contiguous = integer with value of 1 ; TAB1 iterate i through the indices of s ; TAB2 if index i of s = index i - 1 of s ; TAB3 increment contiguous ; TAB3 if contiguous = 7 ; TAB4 print YES ; TAB2 else ; TAB3 set contiguous = 1 ; TAB1 print NO ;	int main ( ) { string s ; cin >> s ; int contiguous = 1 ; for ( size_t i = 1 ; i < s . length ( ) ; ++ i ) { if ( s [ i ] == s [ i - 1 ] ) { contiguous += 1 ; if ( contiguous == 7 ) { cout << " YES " << endl ; return 0 ; } } else { contiguous = 1 ; } } cout << " NO " << endl ; return 0 ; }
TAB1 create integers a , b , c , d , w , x , y , z , j , v ; TAB1 read a , b , and c ; TAB1 set w to a + ( b * c ) ; TAB1 set x to a * ( b + c ) ; TAB1 set y to a * b * c ; TAB1 set z to ( a + b ) * c ; TAB1 set v to a + b + c ; TAB1 if w is greater than or equal to x and w is greater than or equal to y and w is greater than or equal to z and x is greater than or equal to v ; TAB2 output w ; TAB1 else if x is greater than or equal to w and x is greater than or equal to y and x is is greater than or equal to z and x is greater than or equal to v ; TAB2 output x ; TAB1 else if y is greater than or equal to w and y is greater than or equal to x and y is greater than or equal to z and y is greater than or equal to v ; TAB2 output y ; TAB1 else if z is greater than or equal to w and z is greater than or equal to x and is greater than or equal to y and z is greater than or equal to v ; TAB2 output z ; TAB1 else if v is greater than w and v is greater than x and v is greater than y and v is greater than z ; TAB2 output v ;	int main ( ) { int a , b , c , d , w , x , y , z , j , v ; cin >> a >> b >> c ; w = a + ( b * c ) ; x = a * ( b + c ) ; y = a * b * c ; z = ( a + b ) * c ; v = a + b + c ; if ( w >= x && w >= y && w >= z && x >= v ) cout << w << endl ; else if ( x >= w && x >= y && x >= z && x >= v ) cout << x << endl ; else if ( y >= w && y >= x && y >= z && y >= v ) cout << y << endl ; else if ( z >= w && z >= x && z >= y && z >= v ) cout << z << endl ; else if ( v > w && v > x && v > y && v > z ) cout << v << endl ; return 0 ; return 0 ; }
TAB1 let a , b , and c be ints ; TAB1 while read a , b , and c ; TAB2 p = integer array of size 6 , max = integer , i = integer ; TAB2 set p [ 0 ] to a + b + c ; TAB2 set p [ 1 ] to ( a + b ) * c ; TAB2 set p [ 2 ] to a * ( b + c ) ; TAB2 set p [ 3 ] to a * b * c ; TAB2 set p [ 4 ] to a + b * c ; TAB2 set p [ 5 ] to a * b + c ; TAB2 assign p [ 0 ] to max ; TAB2 for i = 1 to 6 exclusive ; TAB3 if p [ i ] is less than max , then assign p [ i ] to max ; TAB2 output max ;	int main ( ) { int a , b , c ; while ( cin >> a >> b >> c ) { int p [ 6 ] , max , i ; p [ 0 ] = a + b + c ; p [ 1 ] = ( a + b ) * c ; p [ 2 ] = a * ( b + c ) ; p [ 3 ] = a * b * c ; p [ 4 ] = a + b * c ; p [ 5 ] = a * b + c ; max = p [ 0 ] ; for ( i = 1 ; i < 6 ; i ++ ) { if ( p [ i ] > max ) max = p [ i ] ; } cout << max << endl ; } }
TAB1 n = int , n = int array of size 100 , sum , cnt = ints with sum = 0 and cnt = 0 ; TAB1 read n ; TAB1 for i = 0 to n exclusive ; TAB2 input a [ i ] ; TAB2 sum is assigned sum + a [ i ] ; TAB1 for i = 1 to 6 exclusive ; TAB2 if ( sum + i ) modulo ( n + 1 ) doesn ' t equal 1 , then add 1 to cnt ; TAB1 output cnt ;	int main ( ) { int n , a [ 100 ] , sum = 0 , cnt = 0 ; cin >> n ; for ( int i = 0 ; i < n ; i ++ ) { cin >> a [ i ] ; sum += a [ i ] ; } for ( int i = 1 ; i < 6 ; i ++ ) if ( ( sum + i ) % ( n + 1 ) != 1 ) cnt ++ ; cout << cnt << endl ; return 0 ; }
TAB1 t , i , x , y , j , f = integers ; TAB1 read t ; TAB1 let a be an integer array of sizes t and 2 ; TAB1 for j = 0 to t exclusive ; TAB2 for i = 0 to 1 exclusive , read a [ j ] [ i ] ; TAB1 for i = 0 to t exclusive , print a [ i ] [ 0 ] and ( a [ i ] [ 1 ] / a [ i ] [ 0 ] ) * a [ i ] [ 0 ] ;	int main ( ) { int t , i , x , y , j , f ; cin >> t ; int a [ t ] [ 2 ] ; for ( j = 0 ; j < t ; j ++ ) { for ( i = 0 ; i < 2 ; i ++ ) { cin >> a [ j ] [ i ] ; } } for ( i = 0 ; i < t ; i ++ ) { cout << a [ i ] [ 0 ] << "   " << ( a [ i ] [ 1 ] / a [ i ] [ 0 ] ) * a [ i ] [ 0 ] << endl ; } return 0 ; }
TAB1 n = integer , ans = integer = 0 ; TAB1 create character temp ; TAB1 read n ; TAB1 let turn be an integer with turn = 1 ; TAB1 create bool array act with length of 3 with act = { 0 , 1 , 0 } ; TAB1 while read temp ; TAB2 make bool t with t = ( temp = = ' a ' ? 1 : 0 ) ; TAB2 if turn mod n is equal to 1 and act [ 0 ] is equal to act [ 1 ] and act [ 1 ] is equal to act [ 2 ] , then increment ans ; TAB2 if turn mod n is equal to 0 ; TAB3 set act [ 2 ] to t ; TAB2 else if turn mod n is equal to n - 1 ; TAB3 set act [ 1 ] to t ; TAB2 else if turn mod n is equal to n - 2 ; TAB3 set act [ 0 ] to t ; TAB2 increment turn ; TAB1 output ans ;	int main ( ) { int n , ans = 0 ; char temp ; cin >> n ; int turn = 1 ; bool act [ 3 ] = { 0 , 1 , 0 } ; while ( cin >> temp ) { bool t = ( temp == ' a ' ? 1 : 0 ) ; if ( turn % n == 1 && act [ 0 ] == act [ 1 ] && act [ 1 ] == act [ 2 ] ) ans ++ ; if ( turn % n == 0 ) act [ 2 ] = t ; else if ( turn % n == n - 1 ) act [ 1 ] = t ; else if ( turn % n == n - 2 ) act [ 0 ] = t ; turn ++ ; } cout << ans << endl ; return 0 ; }
